"COU","Country","TAX","Income Tax","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,1.766,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,1.787,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,1.807,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,1.822,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,1.833,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,2.535,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,2.511,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,2.241,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,2.814,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,2.777,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,2.761,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,2.756,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,2.751,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,2.741,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,2.869,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,2.812,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,2.793,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,2.759,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,2.755,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,15.776,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,15.397,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,15.181,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,15.025,,
"FRA","France","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,14.848,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,1.794,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,1.65,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,1.596,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,1.562,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,1.446,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,1.439,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,1.428,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,6.339,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,6.207,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,6.285,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,6.188,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,5.975,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,5.849,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,5.806,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,5.689,,
"DEU","Germany","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,5.536,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,3.61,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,3.792,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,1.603,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,1.44,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,1.286,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,1.25,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,1.15,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,3.737,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,3.746,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,3.627,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,4.928,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,5.102,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,5.385,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,5.455,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,5.498,,
"GRC","Greece","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,25.228,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,0.921,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,0.834,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,0.842,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,0.868,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,0.885,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,0.826,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,0.781,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,0.788,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,0.728,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,0.78,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,1.567,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,0.818,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,0.853,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,0,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,0,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,0,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,1.209,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,1.299,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,1.266,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,1.217,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,1.164,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,1.012,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,0.215,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,0.222,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,0.219,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,1.724,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,1.546,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,1.512,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,1.439,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,1.388,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,1.409,,
"ISL","Iceland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,1.405,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,0.981,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,1.054,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,1.116,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,1.055,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,1.001,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,1.015,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,1.069,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,3.21,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,3.075,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,7.865,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,5.416,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,1.017,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,0.97,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,0.972,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,0.96,,
"IRL","Ireland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,0.97,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,3.572,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,3.479,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,3.411,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,3.354,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,3.268,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,4.424,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,4.291,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,3.23,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,3.104,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,3.039,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,2.95,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,10.391,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,10.19,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,9.996,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,9.868,,
"ITA","Italy","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,9.769,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,4.544,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,4.491,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,4.517,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,4.556,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,4.539,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,4.494,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,4.5,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,4.507,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,4.513,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,4.652,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,4.731,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,4.695,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,4.63,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,4.611,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,4.486,,
"JPN","Japan","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,8.876,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,5.413,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,4.968,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,4.422,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,4.055,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,3.833,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,3.582,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,3.39,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,3.167,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,3.312,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,3.224,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,3.01,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,3.03,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,8.858,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,8.535,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,4.267,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,4.196,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,2.092,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,1.055,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,1.063,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,1.032,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,1.007,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,0.973,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,0.94,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,0.904,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,0.92,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,0.963,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,0.939,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,3.219,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,3.144,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,3.049,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,2.983,,
"LUX","Luxembourg","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,2.949,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,48.59,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,46.236,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,10.887,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,3.567,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,1.684,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,1.502,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,1.426,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,1.356,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,4.834,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,4.647,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,4.509,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,4.327,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,4.154,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,4,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,29.085,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,28.351,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,1.759,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,1.406,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,1.395,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,1.396,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,1.38,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,1.381,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,1.326,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,1.278,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,1.252,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,1.216,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,1.194,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,1.19,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,1.165,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,1.21,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,1.219,,
"NLD","Netherlands","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,1.237,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,1.718,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,1.724,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,1.667,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,1.622,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,1.554,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,1.517,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,1.469,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,1.395,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,1.572,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,1.5,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,1.458,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,1.417,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,1.365,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,1.315,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,1.279,,
"NZL","New Zealand","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,1.248,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,2.556,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001",,,"0","Units",,,2.427,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002",,,"0","Units",,,2.413,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003",,,"0","Units",,,2.467,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004",,,"0","Units",,,2.477,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005",,,"0","Units",,,2.114,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006",,,"0","Units",,,1.886,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007",,,"0","Units",,,1.544,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008",,,"0","Units",,,1.539,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009",,,"0","Units",,,1.571,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010",,,"0","Units",,,1.573,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011",,,"0","Units",,,1.559,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012",,,"0","Units",,,1.579,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013",,,"0","Units",,,1.579,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014",,,"0","Units",,,1.596,,
"NOR","Norway","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015",,,"0","Units",,,1.604,,
"POL","Poland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000",,,"0","Units",,,3.545,,
